"Page URL","Link Text","Broken Link"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","1997-1998 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%201997-98.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","1996-1997 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%201996-97.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","1995-1996 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%201995-96.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2012 External Review","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/externalreviews/Green%20College%202012%20Review%20Final%20Report.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2003 External Review","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/externalreviews/Review%20Total%20Package%202003.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","1997 External Review","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/externalreviews/Review%20%28full%29%201997.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2019-20-lecture-series","Anne Murphy","https://asia.ubc.ca/persons/anne-murphy/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/invited-residencies","Patricia Robertson","https://www.uwinnipeg.ca/english/faculty-staff/faculty-profiles/patricia-robertson.html"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/invited-residencies","Nalo Hopkinson","http://nalohopkinson.com/index.html"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/invited-residencies","Karen Connelly","http://www.karenconnelly.ca/biography"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","Environment, Power, and Justice: Southern African Histories","https://www.ohioswallow.com/book/Environment%2C+Power%2C+and+Justice"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","The Calling of the Nations: Exegesis, Ethnography,","https://utorontopress.com/ca/the-calling-of-the-nations-3"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","and Empire in a Biblical-Historic Present","https://utorontopress.com/ca/the-calling-of-the-nations-3"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","Learning Civil Societies: Shifting Contexts for Democratic","https://utorontopress.com/ca/learning-civil-societies-2"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","Planning and Governance","https://utorontopress.com/ca/learning-civil-societies-2"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","The New Politics of Surveillance and Visibility","https://utorontopress.com/ca/the-new-politics-of-surveillance-and-visibility-2"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","Love, Hate, and Fear in Canada's Cold War","https://utorontopress.com/ca/love-hate-and-fear-in-canada-s-cold-war-3"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","The Shifting Foundations of Modern Nation-States: Realignments of Belonging","https://utorontopress.com/ca/the-shifting-foundations-of-modern-nation-states-3"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","Multiple Lenses, Multiple Images: Perspectives on the Child Across Time, Space, and Disciplines","https://utorontopress.com/ca/multiple-lenses-multiple-images-2"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","Risk and Morality","https://utorontopress.com/ca/risk-and-morality-3"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","Travelling Concepts in the Humanities: A Rough Guide","https://utorontopress.com/ca/travelling-concepts-in-the-humanities-4"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","Governing Modern Societies","https://utorontopress.com/ca/governing-modern-societies-2"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/publications","History and Reading: Tocqueville, Foucault, French Studies","https://utorontopress.com/ca/history-and-reading-3"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/event-spaces-rent","gc.hospitality@ubc.ca.","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/gc.hospitality@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/audio-visual-rentals","Event Rates and Policies","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/node/127"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/incoming-resident-member-guide","UBC Housing site","http://vancouver.housing.ubc.ca/residence-life/services-amenities/bed-linens/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/incoming-resident-member-guide","UBC Bookstore site","http://bookstore.ubc.ca/home"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/incoming-resident-member-guide","UBC Housing site","http://vancouver.housing.ubc.ca/residence-life/services-amenities/bed-linens/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/incoming-resident-member-guide","UBC Bookstore site","http://bookstore.ubc.ca/home"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/incoming-resident-member-guide","UBC Bookstore","http://bookstore.ubc.ca/home"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","AES program website","http://cstudies.ubc.ca/student-information/services/academic-english-support"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","Pre-arrival information","http://students.ubc.ca/campus/prepare-to-arrive"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","English language support","http://students.ubc.ca/success/improve-your-english"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","Faculty Advisors","http://students.ubc.ca/enrolment/courses/academic-planning/advising"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","Tutoring Services","http://www.ams.ubc.ca/services/tutoring/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","Writing Centre","http://learningcommons.ubc.ca/tutoring-studying/improve-your-writing/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","Student Financial Assistance and Awards","http://students.ubc.ca/enrolment/finances/funding-your-studies/financial-advice"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","Sexual Assault Support Centre (SASC)","http://www.ams.ubc.ca/services/sasc/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","Speakeasy Student Support","http://www.ams.ubc.ca/services/speakeasy/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","Graduate Student Society (GSS) Advocacy Office","http://gss.ubc.ca/main/?page_id=34"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","AMS Ombuds Office","http://www.ams.ubc.ca/services/advocacy-ombuds/ombuds-office/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-lanterns-and-support-services","RCMP","http://www.rcmp-grc.gc.ca/detach/en/d/256"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2014-15","judith.paltin@ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/judith.paltin@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2014-15","Allard Hall profile","http://www.allard.ubc.ca/faculty-staff/graham-j-reynolds"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2014-15","mark.turin@ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/mark.turin@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2014-15","jude.walker@ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/mark.turin@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2014-15","vikramaditya.yadav@ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/vikramaditya.yadav@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2014-15","jiaying.zhao@ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/jiaying.zhao@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2015-2016","Website","http://cnrs.ubc.ca/people/matthew-mccarty/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2015-2016","Website","http://www.history.ubc.ca/people/david-morton"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2015-2016","Website","https://environment.yale.edu/gem/advisory-board/Panwar/#gsc.tab=0"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2015-2016","rauscher@physics.ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/rauscher@physics.ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2015-2016","lindsey.richardson@ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/lindsey.richardson@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/worlds-big-data-0","gc.principal@ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/gc.principal@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/refugees-and-other-factional-others","www.greencollege.ubc.ca/how-attend-dinner","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/www.greencollege.ubc.ca/how-attend-dinner"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/access-justice-0","","https://learning.video.ubc.ca/media/Episode+1+-+Green+College+Access+to+Justice+Podcast+-+%22Why+Don%27t+We+Have+Appropriate+Access+to+JusticeF%22/0_1nf99lgs"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/access-justice-0","","https://learning.video.ubc.ca/media/Episode+2+-+Green+College+Access+to+Justice+Podcast+-+%22Access+to+Justice+and+Sexual+Violence%22/0_ie8jru6r"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/access-justice-0","","https://learning.video.ubc.ca/media/Episode+3+-+Green+College+Access+to+Justice+Podcast+-+%22Access+to+Justice+and+Indigenous+Laws%22/0_d3aay0oy"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/access-justice-0","","https://learning.video.ubc.ca/media/Episode+4+-+Green+College+Access+to+Justice+Podcast+-+%22Access+to+Justice+for+Animals%22/0_voujmz92"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/access-justice-0","","https://learning.video.ubc.ca/media/Episode+5+-+Green+College+Access+to+Justice+Podcast+-+%22International+Dimensions+of+Access+to+JusticeA+Human+Rights+and+Extractive+Industries%22/0_dboopedb"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/access-justice-0","","https://learning.video.ubc.ca/media/Episode+6+-+Green+College+Access+to+Justice+Podcast+-+%22Public+Engagement+and+Political+Discourse+Over+Access+to+Justice%22/0_pd1889er"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/can-arts-help-us-die-well","Gretchen Ladd","http://www.gretchenladdarts.com/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/eighty-years-what-left-stephen-leacock","www.voyageurstorytelling.ca","http://www.voyageurstorytelling.ca/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2017-2019","Peter A. Allard School of Law","http://www.allard.ubc.ca/faculty-staff/erez-aloni"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2017-2019","Peter A. Allard School of Law","http://www.allard.ubc.ca/faculty-staff/bethany-hastie"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2017-2019","Department of Classical, Near Eastern and Religious Studies","http://cnrs.ubc.ca/people/anthony-keddie/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/leading-scholars-2017-2019","Creative Writing Program","http://creativewriting.ubc.ca/program-information/people/ian-williams/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/participatory-science-public-discourse-and-hope-solving-wicked-environmental-problems","Wendy J. Palen","https://www.sfu.ca/biology/people/profiles/wpalen.html"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/participatory-science-public-discourse-and-hope-solving-wicked-environmental-problems","here","http://ires.ubc.ca/2018/01/11/january-18-2018-ires-faculty-seminar-speaker-thomas-sisk/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/where-are-nations-immigrants","Donna Gabaccia","http://www.utsc.utoronto.ca/hcs/donna-gabaccia"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/grand-challenge-clean-energy","March 1 at 12:30 as part of the IRES Seminar Series - Roundtable on Social Science in the field: Working on Development with NGOs and Social Enterprises","http://ires.ubc.ca/2018/01/15/march-1-2018-iires-faculty-seminar-hope-in-the-anthropocene-series-speakers-johannes-urpelainen-and-rustam-sengupta/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/rediscovering-our-lost-selves","Bill Thompson","https://www.mq.edu.au/research-impact/2017/11/09/distinguished-professor-bill-thompson/#.Wo9h_2cs_-p"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/views-salish-sea","www.harbourpublishing.com/title/ViewsoftheSalishSea","http://www.harbourpublishing.com/title/ViewsoftheSalishSea"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/turkey-and-europe-negotiating-identities-through-history","Emel Tastekin","https://asrw.arts.ubc.ca/persons/emel-tastekin/?login"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/planetvision-why-we-first-need-build-shared-positive-vision-future-address-our-environmental","Jonathan Foley","https://www.calacademy.org/staff-member/jonathan-foley-phd"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/egypt%E2%80%99s-scattered-heritage-distribution-egyptian-archaeology-world%E2%80%99s-museums","Alice Stevenson","http://www.ucl.ac.uk/archaeology/people/staff/astevenson"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/opioid-crisis-vancouver","VANDU","http://www.vandu.org/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/opioid-crisis-vancouver","School of Population and Public Health","http://www.spph.ubc.ca/person/shovita-padhi/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/transforming-sounds","Dr. Paula Pryce","https://anth.ubc.ca/faculty/paula-pryce/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/transforming-sounds","Corey Cerovsek","https://www.cerovsek.com/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/awards-and-fees","Residence Fees","https://vancouver.housing.ubc.ca/applications/fees-payments/green-college/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/residence-rooms-and-grounds","Fees page","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/node/181"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/contract-handbooks-and-forms","2024-2025 Residence Contract","https://vancouver.housing.ubc.ca/wp-content/uploads/2024/05/2024-2025-GC-Contract_final_052824.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/subscribe-green-list","Join Green List","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/civicrm/profile/create?gid=19&reset=1"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-college-ubc-merchandise","here","https://shop.bookstore.ubc.ca/c-557-customizable-faculty-sweatshirts.aspx"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-college-ubc-merchandise","No Sweat","https://bookstore.ubc.ca/fair-labour"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-college-ubc-merchandise","Customizable UBC Twill Crewneck - Charcoal","https://shop.bookstore.ubc.ca/p-120975-crewneck-customizable-faculty-ubc-twill-crew-charcoal.aspx"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-college-ubc-merchandise","Customizable UBC Twill Crewneck - Grey","https://shop.bookstore.ubc.ca/p-120973-crewneck-customizable-faculty-ubc-twill-crew-grey.aspx"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-college-ubc-merchandise","Customizable UBC Twill Crewneck - Navy","https://shop.bookstore.ubc.ca/p-120974-crewneck-customizable-faculty-ubc-twill-crew-navy.aspx"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-college-ubc-merchandise","Customizable UBC Twill Hood - Grey","https://shop.bookstore.ubc.ca/p-120970-hoodie-customizable-faculty-ubc-twill-hood-grey.aspx"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-college-ubc-merchandise","Customizable UBC Twill Hood - Charcoal","https://shop.bookstore.ubc.ca/p-120972-hoodie-customizable-faculty-ubc-twill-hood-charcoal.aspx"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/green-college-ubc-merchandise","Customizable UBC Twill Hood - Navy","https://shop.bookstore.ubc.ca/p-120971-hoodie-customizable-faculty-ubc-twill-hood-navy.aspx"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/challenging-differences-interdisciplinarity-large","Anne Murphy","https://asia.ubc.ca/persons/anne-murphy/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/node/851","Chemical and Biological Engineering","https://www.chbe.ubc.ca/profile/yankai-cao/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/safe-operations-during-covid-19","COVID-19 Residence Rules (ubc.ca)","https://vancouver.housing.ubc.ca/residence-life/health-safety/covid-19/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2020-21-lecture-series","Cynthia Glidden-Tracey","https://ecps.educ.ubc.ca/person/cynthia-glidden-tracey/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/special-provisions-related-covid-19","https://vancouver.housing.ubc.ca/covid-19/","https://vancouver.housing.ubc.ca/covid-19/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2021-22-j-v-clyne-lectures-ubc-hosted-green-college","BC Restart plan","https://www2.gov.bc.ca/gov/content/covid-19/info/restart#step-three"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/forms","Form","https://greencollege.ubc.ca/resident-committee-activity-request-form"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/forms","Form","https://greencollege.ubc.ca/floor-warden-informal-inspection-form"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2021-22-lecture-series","Marvin Westwood","https://ecps.educ.ubc.ca/person/marvin-westwood/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2021-23-leading-scholars","Website","https://biochem.ubc.ca/person/annie-vogel-ciernia/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2021-23-leading-scholars","Website","https://english.ubc.ca/profile/ayasha-guerin/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2021-23-leading-scholars","Website","https://www.spph.ubc.ca/person/daniel-vigo/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2022-2024-gc-leading-scholars","dominic.alfordduguid@ubc.ca","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/dominic.alfordduguid@ubc.ca"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2022-2024-gc-leading-scholars","Website","http://fatemaamijee.weebly.com/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2022-2024-gc-leading-scholars","Website","https://www.saraannknutson.com/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2022-2024-gc-leading-scholars","Website","http://elifsari.com/"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2023-24-lecture-series","Join The Green List","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/civicrm/profile/create?gid=19&reset=1"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/node/1455","Join The Green List","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/civicrm/profile/create?gid=19&reset=1"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/2024-25-lecture-series","Join The Green List","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/civicrm/profile/create?gid=19&reset=1"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/anonymous-box","emailing one of us directly","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/node/187"
